Date, Time, Open, High, Low, Last, Volume
2026-6-16, 03:29:00.000000, 7625.25, 7626.25, 7625.00, 7626.25, 395
2026-6-16, 03:30:00.000000, 7626.25, 7627.00, 7625.25, 7626.25, 657
2026-6-16, 03:31:00.000000, 7626.25, 7627.50, 7626.25, 7626.75, 478
2026-6-16, 03:32:00.000000, 7626.75, 7627.00, 7624.00, 7624.00, 402
2026-6-16, 03:33:00.000000, 7624.25, 7624.50, 7623.25, 7623.50, 410
2026-6-16, 03:34:00.000000, 7623.50, 7624.00, 7622.50, 7623.50, 384
2026-6-16, 03:35:00.000000, 7623.75, 7624.50, 7623.50, 7624.00, 228
2026-6-16, 03:36:00.000000, 7623.75, 7624.50, 7622.25, 7622.25, 592
2026-6-16, 03:37:00.000000, 7622.50, 7622.50, 7621.00, 7621.75, 480
2026-6-16, 03:38:00.000000, 7621.50, 7621.75, 7620.75, 7621.25, 315
2026-6-16, 03:39:00.000000, 7621.00, 7622.00, 7621.00, 7621.50, 205
2026-6-16, 03:40:00.000000, 7621.50, 7623.50, 7621.25, 7622.50, 343
2026-6-16, 03:41:00.000000, 7622.75, 7623.00, 7620.75, 7620.75, 167
2026-6-16, 03:42:00.000000, 7621.00, 7622.00, 7620.75, 7622.00, 144
2026-6-16, 03:43:00.000000, 7621.75, 7622.75, 7621.50, 7622.75, 209
2026-6-16, 03:44:00.000000, 7622.50, 7623.25, 7622.50, 7623.25, 198
2026-6-16, 03:45:00.000000, 7623.25, 7623.25, 7621.50, 7621.75, 189
2026-6-16, 03:46:00.000000, 7621.50, 7622.25, 7620.75, 7621.50, 505
2026-6-16, 03:47:00.000000, 7621.75, 7622.00, 7621.25, 7621.25, 195
2026-6-16, 03:48:00.000000, 7621.00, 7621.75, 7621.00, 7621.50, 253
2026-6-16, 03:49:00.000000, 7621.50, 7622.50, 7621.50, 7622.25, 291
2026-6-16, 03:50:00.000000, 7622.25, 7623.25, 7622.00, 7622.75, 455
2026-6-16, 03:51:00.000000, 7622.75, 7624.50, 7622.50, 7623.75, 606
2026-6-16, 03:52:00.000000, 7623.75, 7626.25, 7623.75, 7626.00, 638
2026-6-16, 03:53:00.000000, 7626.00, 7628.00, 7626.00, 7627.00, 749
2026-6-16, 03:54:00.000000, 7627.00, 7627.50, 7626.25, 7627.25, 388
2026-6-16, 03:55:00.000000, 7627.25, 7627.50, 7626.50, 7627.00, 835
2026-6-16, 03:56:00.000000, 7627.00, 7628.50, 7627.00, 7628.00, 412
2026-6-16, 03:57:00.000000, 7628.25, 7628.75, 7626.25, 7626.25, 662
2026-6-16, 03:58:00.000000, 7626.50, 7626.50, 7625.25, 7625.50, 149
2026-6-16, 03:59:00.000000, 7625.75, 7626.75, 7625.75, 7626.50, 758
2026-6-16, 04:00:00.000000, 7626.50, 7626.50, 7625.25, 7626.00, 539
2026-6-16, 04:01:00.000000, 7625.75, 7627.75, 7625.50, 7627.00, 452
2026-6-16, 04:02:00.000000, 7627.25, 7627.50, 7626.25, 7626.25, 583
2026-6-16, 04:03:00.000000, 7626.00, 7627.00, 7626.00, 7626.75, 706
2026-6-16, 04:04:00.000000, 7626.50, 7627.50, 7626.25, 7627.25, 369
2026-6-16, 04:05:00.000000, 7627.25, 7628.00, 7627.00, 7627.25, 440
2026-6-16, 04:06:00.000000, 7627.25, 7628.00, 7627.00, 7627.75, 418
2026-6-16, 04:07:00.000000, 7628.00, 7628.00, 7627.50, 7627.75, 367
2026-6-16, 04:08:00.000000, 7627.50, 7628.75, 7627.25, 7628.50, 416
2026-6-16, 04:09:00.000000, 7628.50, 7628.75, 7628.00, 7628.25, 290
2026-6-16, 04:10:00.000000, 7628.00, 7628.25, 7627.50, 7628.00, 452
2026-6-16, 04:11:00.000000, 7628.00, 7628.00, 7627.50, 7628.00, 311
2026-6-16, 04:12:00.000000, 7628.00, 7628.25, 7627.00, 7627.00, 367
2026-6-16, 04:13:00.000000, 7627.00, 7627.25, 7626.75, 7626.75, 301
2026-6-16, 04:14:00.000000, 7626.75, 7627.25, 7626.50, 7627.00, 283
2026-6-16, 04:15:00.000000, 7627.00, 7627.25, 7625.50, 7626.50, 391
2026-6-16, 04:16:00.000000, 7626.25, 7627.50, 7626.25, 7626.75, 225
2026-6-16, 04:17:00.000000, 7626.75, 7627.00, 7625.75, 7625.75, 192
2026-6-16, 04:18:00.000000, 7626.00, 7626.00, 7622.75, 7623.25, 616
2026-6-16, 04:19:00.000000, 7623.25, 7623.75, 7622.00, 7622.25, 443
2026-6-16, 04:20:00.000000, 7622.25, 7623.25, 7622.25, 7622.50, 314
2026-6-16, 04:21:00.000000, 7622.50, 7623.75, 7622.50, 7623.75, 342
2026-6-16, 04:22:00.000000, 7623.50, 7623.75, 7622.75, 7623.50, 283
2026-6-16, 04:23:00.000000, 7623.75, 7624.25, 7623.25, 7624.00, 249
